sabot laid trustingly by 94
study also surveyed the 54
study among children in 153
study among students in 151
study among students of 71
study bearing directly on 157
study bears directly on 77
study call attention to 138
study done recently by 148
study draw attention to 113
study drew attention to 346
study flow patterns in 82
study gave evidence of 205
study give evidence of 60
study have combined to 50
study have examined the 83
study have included the 75
study have provided an 44
study have provided the 129
study have resulted in 448
study here referred to 74
study here reported is 108
study just mentioned is 40
study just referred to 409
study lays emphasis on 50
study lend credence to 68
study made possible by 350
study made possible the 210
study made recently by 165
study made recently in 42
study many examples of 209
study many problems of 94
study many thousands of 40
study mining engineering at 90
study more directly the 279
study more minutely the 268
study more relevant to 238
study more seriously the 237
study most relevant to 133
study must comprise the 45
study must consider the 191
study must continue to 125
study must obviously be 55
study must therefore be 937
study only attempts to 40
study only concerns the 45
study only examined the 116
study only examines the 102
study other branches of 109
study other cultures in 48
study other examples of 116
study other problems of 44
study other religions in 40
study other subjects in 159
study paid attention to 51
study pays attention to 128
study puts emphasis on 90
study race relations in 460
study show evidence of 157
study site consists of 60
study some elements of 49
study some examples of 691
study some problems of 141
study some subjects in 57
study such concepts as 84
study such passages as 114
study such problems as 1206
study such problems in 80
study such questions as 834
study such questions in 64
study such sciences as 50
study such subjects as 1940
study such variables as 155
study their approach to 114
study their evolution in 51
study their functions in 86
study their patterns of 155
study their problems at 64
study their problems in 103
study their relations to 186
study their response to 118
study their subjects in 96
study these chapters in 57
study these concepts in 139
study these elements in 161
study these examples of 95
study these examples to 53
study these languages in 42
study these materials in 65
study these patterns in 93
study these patterns of 94
study these problems as 125
study these problems at 50
study these problems in 915
study these problems of 123
study these questions in 624
study these questions is 51
study these questions we 104
study these relations in 145
study these subjects as 87
study these subjects at 196
study these subjects in 578
study these variables in 49
study these variations in 145
study those affected by 237
study those branches of 58
study those caprices of 44
study those elements of 102
study those problems in 71
study those respects in 77
study those sciences in 53
study those subjects in 137
study till midnight in 87
study time required to 130
study were accepted as 90
study were accepted by 43
study were admitted to 229
