the abandoning the whole project 142
to maintain the proud position 58
to maintain the racial balance 71
to maintain the right balance 543
to maintain the roman catholic 626
to maintain the royal dignity 93
to maintain the serum calcium 314
to maintain the serum glucose 136
to maintain the sitting position 119
to maintain the sitting posture 99
to maintain the social balance 57
to maintain the social cohesion 105
to maintain the social compact 54
to maintain the social harmony 51
to maintain the social position 168
to maintain the social welfare 51
to maintain the space between 85
to maintain the spacing between 71
to maintain the split between 100
to maintain the strong position 91
to maintain the total current 110
to maintain the trade balance 86
to maintain the uneasy balance 48
to maintain the unity between 76
to maintain the vital balance 41
to maintain the water balance 393
to maintain the water content 424
to maintain the water quality 267
to maintain the welsh language 44
to maintain the white primary 49
to maintain the whole country 61
to maintain the working capital 49
to maintain the world balance 55
to manifest it would require 46
to manifest on every occasion 68
to materials on latin america 266
to maximize the joint profits 173
to maximize the joint welfare 59
to maximize the learning process 147
to maximize the match between 106
to maximize the social benefit 50
to maximize the social utility 165
to maximize the social welfare 791
to maximize the space between 47
to maximize the spread between 45
to maximize the total benefit 346
to maximize the total profits 138
to maximize the total returns 55
to maximize the total revenue 198
to maximize the total surplus 188
to maximize the total utility 390
to maximize the total welfare 93
to maximize the value derived 45
to medieval in indian history 207
to meditate on human destiny 43
to meningitis or brain abscess 101
to migration to urban centers 52
to military or naval service 344
to minimize an error function 152
to minimize or avoid adverse 96
to minimize the bending moments 54
to minimize the costs imposed 59
to minimize the delay between 185
to minimize the error between 812
to minimize the error function 390
to minimize the error resulting 74
to minimize the error variance 209
to minimize the human element 60
to minimize the space between 66
to minimize the total average 83
to minimize the total elapsed 123
to minimize the total network 156
to minimize the total operating 139
to minimize the total project 73
to minimize the total squared 191
to minimize the total surface 119
to minimize the total variable 57
to minimize the total variance 56
to minimize the toxic effects 159
to minimize the water content 97
to minimize the worst effects 73
to minister to human culture 60
to minister to human desires 51
to minister to human welfare 58
to minister to minds diseased 258
to mitigate or avoid damages 52
to mitigate the evils resulting 100
to mitigate the harsh effects 162
to mitigate the harsh results 54
to mitigate the social effects 129
to mitigate the worst aspects 144
to mitigate the worst effects 999
to mitigate the worst features 72
to mobilize the large numbers 42
to mobilize the lower classes 166
to mobilize the nation against 84
to mobilize the people against 332
to mobilize the working classes 89
to mobilize the world against 46
to moderate the worst effects 42
