babbled about dreams 104
brothers would watch 66
brothers wrote about 48
brought about about 53
brought about above 461
brought about action 163
brought about acute 153
brought about added 136
brought about after 6651
brought about again 537
brought about alone 116
brought about amazing 141
brought about anything 212
brought about apart 172
brought about appear 193
brought about armed 217
brought about based 43
brought about basic 408
brought about broad 51
brought about calls 120
brought about change 7249
brought about changing 107
brought about chaos 285
brought about china 85
brought about civil 488
brought about class 267
brought about close 993
brought about could 1156
brought about cross 43
brought about cures 122
brought about decay 66
brought about defeat 221
brought about delay 68
brought about easier 55
brought about easily 478
brought about eight 163
brought about either 29539
brought about equal 113
brought about ethnic 63
brought about every 331
brought about evils 46
brought about extra 46
brought about fatal 123
brought about fewer 62
brought about fifty 889
brought about final 81
brought about first 4074
brought about forms 107
brought about forty 243
brought about fresh 460
brought about fully 108
brought about fusion 78
brought about gains 79
brought about given 44
brought about gives 118
brought about grave 271
brought about gross 52
brought about growing 210
brought about growth 336
brought about happy 97
brought about harsh 47
brought about healthy 43
brought about heated 146
brought about henry 68
brought about hindu 41
brought about human 449
brought about indian 122
brought about inter 206
brought about israel 191
brought about italy 61
brought about japan 329
brought about jesus 194
brought about joint 68
brought about labor 225
brought about large 1312
brought about lasting 720
brought about later 1716
brought about legal 312
brought about local 273
brought about longer 152
brought about lower 422
brought about major 10709
brought about makes 296
brought about might 966
brought about minor 182
brought about mixed 138
brought about moral 253
brought about nearly 434
brought about needs 46
brought about nixon 56
brought about often 370
brought about order 399
brought about others 90
brought about panic 46
brought about party 75
brought about people 80
brought about plans 70
brought about price 402
brought about quick 350
brought about quite 5269
brought about racial 162
brought about rapid 2240
brought about rather 2246
brought about really 109
brought about repeal 151
brought about right 45
brought about roman 110
brought about rural 69
brought about russia 129
brought about savings 116
brought about seems 474
brought about seven 317
brought about sharp 606
brought about short 169
brought about shows 122
brought about since 1611
brought about sixty 347
brought about small 276
brought about social 2507
brought about spain 57
brought about state 410
brought about steady 149
brought about still 2061
brought about strong 542
brought about swift 274
brought about table 49
brought about tacit 40
brought about thanks 184
brought about thirty 878
brought about though 97
brought about today 320
brought about total 714
brought about trade 248
brought about truly 52
brought about twice 56
brought about under 16664
brought about undue 43
brought about unity 569
brought about until 1438
brought about urban 93
brought about utter 95
brought about varying 117
brought about vital 71
brought about waves 42
brought about where 458
brought about which 3234
brought about while 1321
brought about wider 148
brought about wilde 41
brought about within 5075
brought about women 81
brought about world 1149
brought about worse 44
brought about would 2478
brought above thirty 40
brought above water 524
brought action seeking 214
brought action under 470
brought added danger 49
brought added glory 41
brought added value 134
brought after thirty 52
brought again under 1303
brought again within 505
brought alive again 631
brought ample proof 51
brought apple seeds 275
brought apple trees 86
brought arthur under 69
brought baked goods 68
brought beaver skins 41
brought bengal under 100
brought black music 97
brought black people 283
brought black women 122
brought blank forms 43
brought blank verse 92
brought blood every 64
brought blood gushing 91
brought blood rushing 40
brought boiling water 120
brought books about 57
brought books which 41
brought books within 211
brought brown paper 64
brought build built 1348
brought built burst 146
brought bunch after 46
brought burning coals 45
brought burst burst 1170
brought cairo within 40
brought cases under 50
brought child abuse 52
brought china close 40
brought china under 151
brought civil action 147
brought civil suits 218
brought class action 261
brought close again 123
brought close round 568
brought close sealed 109
brought close under 546
brought close within 111
brought court action 395
brought court cases 148
brought crazy horse 122
brought daily under 115
brought danger nearer 93
brought deadly feuds 45
brought defeat after 67
brought dreams which 40
brought easily under 124
brought easily within 84
brought egypt again 43
brought egypt under 344
brought eight cents 41
brought either under 199
brought either where 89
brought either within 114
brought every child 91
brought every evening 188
brought every human 47
brought every major 62
brought every morning 563
brought every mother 94
brought every nation 113
brought every nerve 190
brought every night 166
brought every ounce 87
brought every piece 94
brought every power 102
brought every season 59
brought every sense 49
brought every weapon 71
brought every woman 48
brought extra money 94
brought extra water 54
brought false bills 56
brought fifty cents 314
brought fifty miles 87
brought first under 68
brought flush times 44
brought forty cents 101
brought forty miles 214
brought fresh blood 356
brought fresh cares 53
brought fresh cause 65
brought fresh color 73
brought fresh every 106
brought fresh faces 58
brought fresh fruit 240
brought fresh glory 41
brought fresh green 53
brought fresh grief 42
brought fresh hopes 131
brought fresh irish 122
brought fresh light 114
brought fresh linen 57
brought fresh minds 45
brought fresh proof 227
brought fresh signs 52
brought fresh tales 58
brought fresh thinking 152
brought fresh tidings 191
brought fresh trials 52
brought fresh vigor 93
brought fresh vision 45
brought fresh water 3713
brought fresh waves 242
brought fruit trees 120
brought fully awake 64
brought fully under 1779
brought fully within 375
brought gifts which 140
brought goods which 80
brought goose bumps 896
brought grand opera 43
brought greek books 72
brought greek learning 193
brought green mangoes 103
brought heaven nearer 146
brought helen nearer 58
brought henry james 87
brought hither about 43
brought hither after 87
brought hither again 42
brought hither either 41
brought hither every 88
brought hither under 534
brought indian people 54
brought indian women 83
brought italy under 115
brought italy within 59
brought japan under 62
brought japan within 132
brought labor unions 104
brought large gains 125
