sabbath rang slowly in the 335
system has proven to be 1987
system has reacted to the 41
system has relied on the 54
system has rested on the 44
system has served as an 72
system has served as the 208
system has something to do 188
system has tended to be 185
system has worked in the 196
system has worked to the 103
system long enough to be 75
system may already be in 65
system may depend on the 411
system may enable us to 42
system may evolve in the 44
system may extend to the 43
system may insist on the 55
system may relate to the 48
system may remain in the 42
system may result in an 280
system may result in the 496
system may return to the 66
system now appears to be 156
system now existing in the 117
system now exists in the 45
system that adapts to the 99
system that admits of no 52
system that alerts us to 89
system that allows it to 942
system that allows me to 131
system that allows up to 67
system that allows us to 1629
system that appeals to the 89
system that appears in the 88
system that appears on the 52
system that appears to be 1050
system that appears to the 44
system that arises in the 64
system that begins at the 81
system that begins in the 106
system that belongs to the 202
system that builds on the 110
system that caters to the 120
system that caused it to 53
system that caused us to 41
system that causes it to 98
system that causes us to 54
system that claims to be 359
system that depend on the 55
system that enable it to 247
system that exists at the 83
system that exists in an 49
system that exists in the 804
system that exists on the 60
system that forces us to 62
system that needed to be 341
system that occurs in the 74
system that portion of the 71
system that proved to be 256
system that proves to be 48
system that refers to the 105
system that relate to the 98
system that relied on the 257
system that relies on an 119
system that relies on the 809
system that rested on the 83
system that result in the 69
system that seemed to be 469
system that served as an 41
system that served as the 191
system that serves as an 274
system that serves as the 450
system that should be in 62
system that should be the 78
system that speeds up the 50
system that stands in the 64
system that starts at the 54
system that starts in the 53
system that teaches us to 62
system that thrives on the 95
system that worked in the 62
system that worked to the 81
system then appears to be 78
system then existing in the 81
system they happen to be 59
system this system is the 42
system thus appears to be 218
system was agreed to by 42
system was already in the 83
system was already on the 65
system was averse to the 88
system was backed by the 49
system was backed up by 106
system was broken by the 90
system was broken up by 149
system was broken up in 65
system was called by the 58
system was called on to 41
system was caused by the 248
system was changed by the 256
system was changed in the 162
system was changed so as 127
system was changed to an 58
system was changed to the 239
system was chosen as an 50
system was chosen as the 271
system was chosen by the 84
system was chosen on the 40
system was chosen to be 140
system was closer to the 90
system was common in the 127
system was common to the 72
system was copied by the 56
system was created as an 65
system was created at the 100
system was created by an 66
system was created by the 847
system was created in the 601
system was created on the 102
system was crucial to the 185
system was deemed to be 247
system was doomed by the 42
system was driven by an 48
system was driven by the 149
system was emerging in the 61
system was fitted to the 100
system was forced on the 98
system was forged in the 46
system was formed by the 255
system was formed in the 238
system was formed on the 48
system was funded by the 62
system was guided by the 109
system was hailed as the 41
system was helped by the 50
system was hooked up to 51
system was issued by the 41
system was judged to be 246
system was likely to be 497
system was linked to an 42
system was linked to the 356
system was marked by an 70
system was marked by the 201
system was needed in the 55
system was offset by the 42
system was opened in the 43
system was opened to the 128
system was opened up to 88
system was passed by the 111
system was passed on to 69
system was placed at the 88
system was placed in the 468
system was placed on the 241
system was played by the 62
system was proved by the 58
system was proved to be 184
system was proven to be 81
system was pushed to the 46
system was raised in the 46
system was reached in the 56
system was rooted in the 386
system was rotten to the 201
system was shaken by the 124
system was shaped by the 170
system was solved by the 49
system was sought to be 160
system was spoken of as 40
system was stated to be 83
system was suited to the 164
system was summed up by 66
system was summed up in 76
system was taught in the 87
system was tested at the 112
system was tested by the 122
system was tested in the 276
system was tested on an 49
system was tested on the 149
system was thought of as 215
system was thought to be 1194
