of abel own that human 67
or more and are often 55
or more and are still 94
or more and for which 142
or more and then closing 42
or more and then comes 40
or more and using power 49
or more each year since 48
or more ere she could 54
or more for each child 70
or more for each group 48
or more for six months 41
or more long and about 195
or more men and women 1241
or more men who would 58
or more per year while 40
or more per year would 50
or more than any others 76
or more than his share 466
or more than its share 198
or more than one adult 167
or more than one cause 45
or more than one child 750
or more than one class 253
or more than one color 74
or more than one cycle 40
or more than one engine 130
or more than one event 41
or more than one every 52
or more than one field 47
or more than one floor 44
or more than one fourth 794
or more than one grade 44
or more than one grain 100
or more than one group 192
or more than one house 54
or more than one input 80
or more than one joint 73
or more than one layer 92
or more than one level 98
or more than one local 63
or more than one major 50
or more than one method 127
or more than one nation 51
or more than one party 125
or more than one period 45
or more than one phase 67
or more than one piece 99
or more than one place 78
or more than one plant 62
or more than one point 291
or more than one pound 62
or more than one region 59
or more than one small 59
or more than one sound 57
or more than one stage 53
or more than one state 250
or more than one story 59
or more than one table 54
or more than one trust 74
or more than one value 118
or more than one which 40
or more than one woman 75
or more than one would 387
or more than six hours 211
or more than six miles 78
or more than six months 1105
or more than six times 894
or more than six weeks 114
or more than ten hours 473
or more than ten miles 68
or more than ten times 1166
or more than that which 104
or more than they could 159
or more than they enjoy 94
or more than they would 151
or more than two acres 44
or more than two hours 182
or more than two kinds 75
or more than two lines 42
or more than two miles 218
or more than two months 260
or more than two parts 47
or more than two people 91
or more than two right 68
or more than two thirds 325
or more than two times 161
or more than two types 43
or more than two weeks 114
or more than two words 62
or more than you would 76
or more things are alike 635
or moving with any speed 47
or next but one after 104
or nine men and women 69
or none that she could 66
or nothing that they could 64
or nothing was then known 79
or oral law was fixed 47
or other area for which 103
or other cut his throat 117
or other does not appear 42
or other law that apply 77
or other men and women 81
or other she had found 45
or other she had never 86
or other than that which 96
or other that she could 76
or other that they would 50
or other things are given 44
or other things being equal 118
or other things for which 101
or other things that could 168
or other things that might 285
or other things that people 51
or other things that would 136
or other things they could 47
or other things with which 80
or over who are blind 97
or over who are either 124
or paid for any period 76
or paid for with money 48
or part with his lands 69
or pity for that father 50
or plan that they might 45
or play with her chips 51
or plead for him while 56
or reach out and touch 321
or ride with her under 48
or rule that any motion 99
or said but this urania 54
or said how her whole 51
or said that may serve 54
or said that they could 43
or said that they would 90
or said that you would 49
or said they had reason 78
or save them for later 147
or saying things that might 42
or sect they may belong 114
or seeing things that others 50
or seen things that really 68
or sell them for money 89
or send for his father 89
or shoes with low heels 40
or show him any favor 41
or show that she cared 75
or sick with long delay 102
or single men and women 132
or soap and hot water 45
or some act for which 64
or some but not others 98
or some near and known 65
or some one who could 88
or some one who knows 108
or some one who would 116
