tabled the jews from 139
turned it down over 84
turned it down saying 209
turned it down three 46
turned it down very 56
turned it down when 455
turned it face down 714
turned it from book 194
turned it from side 1287
turned it full upon 136
turned it into cash 152
turned it into cloth 90
turned it into dust 80
turned it into evil 97
turned it into four 115
turned it into gold 727
turned it into good 773
turned it into great 41
turned it into hard 40
turned it into hell 87
turned it into just 172
turned it into land 84
turned it into living 51
turned it into love 59
turned it into mere 100
turned it into more 303
turned it into most 66
turned it into nothing 78
turned it into other 88
turned it into part 67
turned it into pure 96
turned it into some 338
turned it into such 556
turned it into their 777
turned it into three 195
turned it into what 1504
turned it into wine 121
turned it into your 55
turned it once more 280
turned it over among 47
turned it over from 77
turned it over into 105
turned it over like 141
turned it over many 110
turned it over more 87
turned it over once 615
turned it over onto 132
turned it over three 49
turned it over till 86
turned it over upon 61
turned it over very 79
turned it over when 64
turned it upon their 140
turned it well over 55
turned it wrong side 215
turned me away from 1613
turned me away when 115
turned me back from 165
turned me back into 167
turned me back upon 103
turned me down cold 863
turned me down flat 1429
turned me down once 246
turned me down saying 43
turned me down three 46
turned me down when 373
turned me from their 54
turned me from your 60
turned me into some 162
turned me into such 173
turned me into their 43
turned me into what 140
turned me into your 57
turned me over into 191
turned me over onto 96
turned me wrong side 95
turned my anger away 43
turned my anger into 81
turned my back from 41
turned my back most 48
turned my back once 67
turned my back upon 13451
turned my back when 180
turned my boat over 66
turned my body away 71
turned my body into 200
turned my case over 74
turned my dream into 96
turned my eyes away 6720
turned my eyes back 679
turned my eyes down 264
turned my eyes from 1916
turned my eyes into 219
turned my eyes once 203
turned my eyes upon 1707
turned my face away 4308
turned my face back 306
turned my face down 184
turned my face from 998
turned my face into 700
turned my face more 430
turned my face once 163
turned my face south 91
turned my face unto 147
turned my feet from 44
turned my feet into 109
turned my feet unto 2256
turned my foot over 49
turned my gaze away 287
turned my gaze back 313
turned my gaze from 441
turned my gaze upon 205
turned my guns upon 48
turned my hair gray 471
turned my hair into 44
turned my hand over 969
turned my hand palm 82
turned my heart cold 82
turned my heart from 108
turned my heart into 183
turned my heart over 115
turned my home into 145
turned my ideas into 50
turned my life into 947
turned my life over 936
turned my love away 133
turned my love into 48
turned my mind away 343
turned my mind back 197
turned my mind from 266
turned my mind into 118
turned my mind more 107
turned my name into 49
turned my rage into 71
turned my room into 104
turned my sins into 42
turned my stew into 66
turned my wife into 86
turned my work into 45
turned my wrath away 367
turned of five years 70
turned of four years 43
turned of late years 59
turned of three years 218
turned on even more 93
turned on even when 104
turned on from time 78
turned on full steam 122
turned on just such 73
turned on more steam 57
turned on much more 45
turned on nothing more 41
turned on once more 217
turned on only during 474
turned on only from 43
turned on only once 132
turned on only when 2132
turned on some kind 57
turned on some more 114
turned on some other 82
turned on some soft 200
turned on some time 72
turned on their axes 175
turned on their axis 111
turned on their back 214
turned on their ends 62
turned on their heads 2091
turned on their heel 106
turned on their high 50
turned on their hinges 219
turned on their left 262
turned on their radio 188
turned on their sets 114
turned on their side 1340
turned on their tape 41
turned on those whom 47
turned on three main 45
turned on what kind 46
turned on what were 94
turned on when there 113
turned on your heel 135
turned on your radio 70
turned on your side 54
turned so cold last 64
turned so many heads 242
turned so much from 143
turned so much upon 74
turned the ants into 66
turned the army into 421
turned the army over 101
turned the atom into 55
turned the baby over 529
turned the back room 40
turned the back upon 80
turned the bags over 305
turned the ball back 46
turned the ball into 66
turned the ball over 2975
turned the band into 46
turned the band over 78
turned the bank into 61
turned the bank over 97
turned the barn into 121
turned the base over 42
turned the beach into 61
turned the bend into 57
turned the bill into 63
turned the bill over 550
turned the bird over 129
turned the boat away 144
turned the boat back 407
turned the boat down 41
turned the boat hard 43
turned the boat into 507
turned the boat north 122
turned the boat over 1544
turned the boat south 46
turned the body back 40
turned the body face 82
turned the body into 187
turned the body onto 68
turned the body over 6224
turned the body upon 45
turned the bone over 53
turned the book back 128
turned the book down 1044
turned the book face 129
turned the book into 509
turned the book over 1728
turned the boom into 47
turned the boot over 45
turned the bowl over 144
turned the boys into 90
turned the boys over 97
turned the bread into 86
turned the bread over 71
turned the brim down 40
turned the call over 62
turned the camp into 371
turned the camp over 108
turned the canoe back 45
turned the canoe into 142
turned the canoe over 313
turned the card back 58
turned the card over 6284
turned the cart into 57
turned the cart over 69
turned the case back 74
turned the case down 129
turned the case into 314
turned the case over 4670
turned the cash over 94
turned the cave into 110
turned the city from 47
turned the city into 2380
turned the city over 1298
turned the clay into 69
turned the cloth over 150
turned the club into 107
