tack and nineteen year 46
took him seriously any 46
took him seriously but 61
took him seriously for 42
took him seriously was 52
took him straight off 203
took him straight out 165
took him unawares and 161
took him upstairs and 881
took him upstairs for 78
took him upstairs with 69
took his argument one 52
took his assigned seat 200
took his attention and 78
took his attention for 68
took his attention off 645
took his attitude with 55
took his audience with 43
took his backpack and 114
took his backpack off 149
took his baseball cap 99
took his billfold out 156
took his blankets and 116
took his bracelet off 79
took his breakfast and 197
took his breakfast with 264
took his campaign for 107
took his children and 378
took his children for 112
took his children out 540
took his children with 304
took his corporal oath 168
took his crossbow and 62
took his crutches and 117
took his daughter and 611
took his daughter for 155
took his daughter leah 417
took his daughter lee 53
took his daughter off 41
took his daughter out 446
took his daughter with 530
took his earphones off 113
took his enormous hat 41
took his enthusiasm for 57
took his envelope and 41
took his exercise and 49
took his extended arm 48
took his eyeglass out 64
took his farewell and 42
took his farewell for 108
took his farewell with 44
took his favorite seat 78
took his forefinger and 59
took his fountain pen 252
took his garments and 440
took his grandson with 103
took his greatcoat and 59
took his habitual seat 55
took his homeward way 175
took his intended son 155
took his knapsack and 147
took his mandolin and 50
took his mattress out 48
took his medicine and 338
took his medicine bag 53
took his medicine with 74
took his mistress and 42
took his mistress with 74
took his mortgage with 43
took his mournful and 55
took his notebook and 266
took his notebook out 742
took his notebook with 64
took his overcoat and 297
took his overcoat off 334
took his passport and 242
took his passport out 143
took his paycheck and 40
took his penknife and 228
took his pictures and 98
took his pleasures with 91
took his portfolio and 47
took his presence for 96
took his prisoner with 49
took his promises and 41
took his property and 93
took his proposal for 55
took his purchase and 92
took his raincoat and 95
took his raincoat off 171
took his revolver and 480
took his revolver out 486
took his sandwich and 100
took his scissors and 118
took his separate and 61
took his separate way 48
took his servants and 257
took his shoulder and 185
took his situation too 40
took his soldiers and 74
took his solitary meal 68
took his solitary way 520
took his spyglass and 41
took his squadron out 99
took his students and 43
took his students out 164
took his students with 43
took his suitcase and 480
took his suitcase out 179
took his tomahawk and 124
took his toothpick out 131
took his trousers and 45
took his trousers off 533
took his umbrella and 277
took his umbrella with 52
took ill suddenly and 53
took its definite and 61
took its symmetry for 165
took its westward way 93
took long journeys and 81
took off straight for 76
took one direction and 42
took one opposite him 42
took one prisoner and 117
took one spoonful and 71
took our attention for 64
took our bicycles and 74
took our blankets and 209
took our breakfast and 135
took our breakfast with 60
took our children and 140
