tabby cat from the 133
turning his eyes as 46
turning his eyes at 55
turning his eyes in 1153
turning his eyes on 1845
turning his eyes or 96
turning his eyes to 3492
turning his eyes up 828
turning his face as 123
turning his face he 66
turning his face in 642
turning his face on 134
turning his face so 386
turning his face the 52
turning his face to 6622
turning his face up 1242
turning his feet to 84
turning his fire on 54
turning his gaze in 93
turning his gaze on 450
turning his gaze to 861
turning his good ear 61
turning his guns on 185
turning his hair to 119
turning his hand in 96
turning his hand so 52
turning his hand to 2792
turning his heart to 162
turning his land to 43
turning his legs to 43
turning his life to 47
turning his line of 80
turning his lips to 51
turning his look on 59
turning his love of 58
turning his means to 57
turning his mind in 104
turning his mind to 1927
turning his mouth to 51
turning his neck to 66
turning his nose up 498
turning his palm up 44
turning his part of 45
turning his quid in 62
turning his quid of 92
turning his rage on 48
turning his side to 51
turning his skin to 80
turning his soul to 67
turning his tail to 142
turning his time to 54
turning his tongs as 43
turning his view to 82
turning his wine on 53
turning his work in 43
turning his wrath on 105
turning its back on 10352
turning its back to 907
turning its eyes in 66
turning its eyes to 184
turning its face in 79
turning its face to 392
turning its gaze on 62
turning its gaze to 60
turning its guns on 105
turning its hand to 46
turning its mind to 55
turning its nose up 96
turning its prow to 50
turning its tail in 106
turning man into an 90
turning man into the 50
turning meat once or 52
turning men from the 299
turning men into the 46
turning not only on 40
turning not only the 62
turning not only to 182
turning now from the 277
turning off along the 62
turning off down the 78
turning off from it 93
turning off from the 1635
turning off into the 649
turning off many of 58
turning off most of 87
turning off onto the 207
turning off part of 49
turning off some of 253
turning off their tv 44
turning off upon the 53
turning off when the 96
turning off your pc 125
turning one face to 47
turning one form of 41
turning one half of 84
turning one into the 140
turning one kind of 91
turning one over the 46
turning one part of 119
turning one side of 142
turning one side to 40
turning one upon the 60
turning our back on 1458
turning our back to 177
turning our eyes in 169
turning our eyes on 64
turning our eyes to 1106
turning our face to 53
turning our gaze to 93
turning our heads in 52
turning our heads to 229
turning our left wing 48
turning our mind to 83
turning our view to 72
turning out during the 74
turning out five or 48
turning out four or 85
turning out from the 539
turning out good or 45
turning out half the 53
turning out into the 755
turning out just as 996
turning out just the 157
turning out like he 49
turning out like my 53
turning out like the 93
turning out lots of 84
turning out many of 88
turning out means of 88
turning out more of 179
turning out more or 127
turning out most of 172
turning out much as 75
turning out much of 57
turning out only the 40
turning out onto the 154
turning out over the 53
turning out reams of 211
turning out some of 861
turning out such an 70
turning out tens of 154
turning out three or 107
turning out three to 44
turning out tons of 115
turning out upon the 136
turning out well at 166
turning out well in 156
turning out well or 146
turning out what he 83
turning out what is 51
turning out what the 73
turning out when the 87
turning out work at 50
turning out work in 85
turning out work of 330
turning red from the 414
turning red like the 53
turning red when he 40
turning that angle of 97
turning that came to 76
turning that into an 75
turning that leads to 398
turning that line in 120
turning that over in 199
turning that over to 58
turning that part of 274
turning them along the 52
turning them away as 44
turning them away at 102
turning them away in 61
turning them away on 43
turning them away to 93
turning them back at 83
turning them back if 66
turning them back in 111
turning them back on 688
turning them back to 817
turning them down in 82
turning them down to 70
turning them face up 223
turning them from it 70
turning them from the 748
turning them from us 111
turning them into an 1207
turning them into my 41
turning them into so 153
turning them into the 3294
turning them once or 304
turning them once to 70
turning them over as 746
turning them over at 153
turning them over he 102
turning them over in 2065
turning them over on 302
turning them over or 150
turning them over so 476
turning them over the 140
turning them over to 11745
turning them palm up 68
turning them three or 44
turning them upon the 206
turning things back to 56
turning things over in 1763
turning things over to 1101
turning this fact to 42
turning this into an 341
turning this into the 119
turning this kind of 127
turning this over in 885
turning this over to 334
turning this page by 59
turning this part of 118
turning this plan to 65
turning this time to 193
turning too much of 60
turning too much to 85
turning two odes of 65
turning was done by 108
turning with hope to 51
turning with tongs to 51
turning you from the 58
turning you into an 229
turning you into the 160
turning you over my 48
turning you over to 1079
turns all eyes to 122
turns all over the 49
turns and asks me 71
turns and asks the 170
turns and bows to 336
turns and brings the 42
turns and came to 61
turns and clings to 52
turns and flings it 41
turns and heads in 41
turns and heads to 95
turns and heads up 61
turns and hits the 52
turns and leads the 172
turns and leaps of 53
turns and length of 102
turns and lets the 44
turns and nods to 118
turns and puts the 62
turns and runs as 66
turns and runs at 130
turns and runs in 366
turns and runs the 124
turns and runs to 702
turns and runs up 329
turns and says in 167
turns and says to 1090
turns and sees it 115
turns and sees me 664
turns and sees the 1954
turns and sees us 48
turns and sits on 46
turns and size of 131
turns and there is 239
turns and there it 45
turns and trying to 58
turns are made at 267
turns are made by 139
turns are made in 625
turns are made on 197
turns are made to 185
turns are part of 64
turns are there in 211
turns are there on 103
turns are those of 85
turns are used in 187
turns are used on 73
turns are used to 532
turns being made in 57
turns can also be 251
turns can only be 69
turns due north to 84
turns due south to 203
turns each other on 119
turns each side of 45
turns each week to 106
turns east along the 386
turns east from the 151
turns east into the 253
turns far more on 97
turns for help in 418
turns for help to 2576
turns god into an 126
turns god into the 46
turns going back to 46
turns going down the 233
turns going down to 173
turns going into the 306
turns going over to 62
turns her anger on 78
turns her back as 130
turns her back in 145
turns her back on 14972
turns her back to 7884
turns her body in 63
turns her body to 152
turns her eyes in 89
turns her eyes on 376
turns her eyes to 570
turns her eyes up 136
turns her face in 94
turns her face so 45
turns her face to 4312
turns her face up 616
turns her from the 73
turns her gaze on 138
turns her gaze to 281
turns her hand to 318
turns her heart to 45
turns her into an 1275
turns her into the 799
turns her love to 41
turns her mind to 328
turns her nose up 582
turns her over on 95
turns her over to 1336
turns her prow to 60
turns her wrath on 112
turns him back to 363
turns him down he 40
turns him down in 45
turns him from an 141
turns him from it 41
turns him from the 322
turns him into an 3322
turns him into the 1776
turns him over on 67
turns him over to 1517
turns his anger on 197
turns his anger to 50
turns his back as 239
turns his back at 77
turns his back he 51
turns his back in 670
turns his back on 51672
turns his back or 96
turns his back so 189
turns his back the 50
turns his back to 15548
turns his body in 127
turns his body so 108
turns his body to 326
turns his care to 41
turns his eyes he 87
turns his eyes in 432
turns his eyes on 972
turns his eyes the 65
turns his eyes to 4086
turns his eyes up 263
turns his face in 724
turns his face so 55
turns his face to 8763
turns his face up 614
turns his fire on 115
turns his fury on 100
turns his gaze in 101
turns his gaze on 652
turns his gaze to 1527
turns his guns on 230
turns his hand so 41
turns his hand to 2753
turns his heart to 297
turns his love to 86
turns his mind in 75
turns his mind to 3338
turns his nose up 596
turns his quid of 266
turns his rage on 53
turns his tail to 196
turns his tears to 145
turns his thumb up 92
turns his wrath on 135
turns its back in 54
turns its back on 20746
turns its back to 2797
turns its body to 40
turns its eyes in 109
turns its eyes on 64
turns its eyes to 729
turns its face in 69
turns its face to 1679
turns its fuel to 47
turns its gaze on 113
turns its gaze to 160
turns its guns on 128
turns its hand to 60
