tabu holds also for 173
three cases will now 78
three cells into one 89
three cells thick and 126
three cells wide and 70
three cents less per 56
three cents less than 194
three cents more for 99
three cents more per 125
three cents more than 243
three chief ones are 81
three civil wars and 121
three civil wars has 100
three claws upon each 44
three coins from his 67
three corps were now 48
three could have had 45
three could have met 40
three crops from one 62
three cubic feet per 518
three daily meals and 155
three daily meals are 68
three daily meals for 69
three decks high and 65
three disks from peg 295
three doors away and 99
three doors down and 229
three doors down had 41
three doors from her 95
three doors from his 127
three doors from this 54
three doors leading off 281
three doors leading out 152
three dozen boys and 43
three dozen eggs and 127
three dozen eggs for 151
three dozen young men 101
three drops into each 99
three elder sons and 64
three elder sons are 45
three elder sons had 40
three every word may 207
three extra days for 78
three extra ones for 51
three feather beds and 90
three field guns and 260
three fifths more than 62
three files into one 52
three films dealing with 73
three films were all 66
three fingers from each 41
three fingers from his 261
three fingers from one 62
