ace reporter for the 166
are forgetting that in 103
are forgetting that it 211
are forgetting that the 669
are forgetting that we 308
are forgiven and he 228
are forgiven and the 219
are forgiven and we 331
are forgiven for the 349
are forgiven him in 63
are formally and in 323
are formally set up 64
are formulas for the 346
are forsaken for the 155
are forthcoming and the 137
are forthcoming for the 332
are forthcoming with the 53
are fostered and the 133
are fostered with the 65
are fourteen out of 50
are fractions with the 80
are fragrant and of 40
are fragrant and the 364
are fragrant with the 535
are frequent all the 45
are frequent and as 103
are frequent and at 120
are frequent and do 92
are frequent and if 56
are frequent and in 820
are frequent and it 158
are frequent and no 68
are frequent and of 561
are frequent and on 139
are frequent and so 116
are frequent and the 2167
are frequent and to 58
are frequent and we 91
are frequent both in 281
are frequent but do 45
are frequent but of 60
are frequent but the 133
are frequent due to 203
are frequent for the 143
are frequent near the 174
are frequent owing to 102
are frequent that the 92
are frequent with the 226
are friendly and co 150
are friendly and do 148
are friendly and in 117
are friendly and it 99
are friendly and the 823
are friendly and to 64
are friendly and we 65
are friendly for the 44
are friendly things we 65
are friendly with me 109
are friendly with the 1306
are friendly with us 234
are frighted out of 66
are frighted with the 71
are fruitful and the 63
are fruitful for the 210
are fulfilling all of 46
are fulfilling all the 156
are fulfilling one of 246
are functioning all the 63
are functioning and in 64
are functioning and the 332
are functioning and to 85
are functioning for the 233
are functioning now in 70
are functioning out of 77
are functioning with an 46
are functioning with the 194
are functions and the 64
are functions both of 302
are functions for the 121
are functions not of 171
are functions one of 218
are functions that do 119
are functions that the 164
are functions that we 60
are functions with the 116
are furrowed with the 57
are galaxies with no 76
are garlands for the 57
are gateways for the 41
are gendered and the 54
are generating and the 41
are generous and do 92
are generous and the 355
are generous with it 47
are generous with the 305
are gigantic and the 51
are glistening with the 54
are glittering with the 40
are globular and of 48
are globular and the 47
are glorifying god by 48
are glorifying god in 62
are glycerol and the 100
are governed and by 50
are governed and in 74
are governed and the 324
are governed and to 84
are governed are of 40
are governed are the 46
are governed both by 484
are governed each by 115
are governed for the 315
are governed may be 69
are governed not by 2021
are governed not so 187
are governed now by 96
are governed with an 44
are governed with the 144
are graceful and the 96
are graduating with the 45
are granular and the 46
are graphite and the 45
are grappled with in 60
are grateful and we 90
are grateful both to 82
are grateful for an 217
are grateful for in 485
are grateful for it 1417
are grateful for my 180
are grateful for so 129
are grateful for the 34241
are grateful for thy 191
are grateful not so 75
are grateful not to 68
are grateful that at 54
are grateful that he 582
are grateful that in 115
are grateful that it 248
are grateful that so 89
are grateful that the 1221
are grateful that we 815
are grateful too to 119
are greenish and the 112
are grievous both to 54
are grounded all the 69
are grounded and the 366
are grounded both in 177
are grounded for the 187
are grounded not in 545
are grounded not on 167
are grounded not so 40
are grounded with the 45
are habitual with the 100
are hairless and the 50
are hallowed with the 45
are hammered out at 68
are hammered out by 230
are hammered out in 647
are hammered out of 186
are hammered out on 116
are hammered out to 83
are hampered both by 97
are hampered due to 103
are hampered with the 74
are handmade and the 64
are handsome and at 83
are handsome and in 102
are handsome and of 113
are handsome and the 302
are handsome both in 44
are happiest with an 51
are happiest with the 126
are harassed and the 48
are harassed with the 158
are hardened and the 175
are hardened off by 43
are hardened off in 85
are hardened with an 53
are hardened with the 73
are harmless and do 398
are harmless and in 91
are harmless and of 66
are harmless and the 142
are harmless for the 178
are harmless may be 44
are harmonic and the 63
are harmonic with the 101
are healthiest for the 97
are heartened that the 62
are helpless and at 107
are helpless and do 46
are helpless and in 174
are helpless and the 184
are helpless and we 51
are helpless for the 50
are helpless not to 48
are heredity and the 64
are heretics and the 41
are heretics who do 59
are highways for the 62
are hindered and the 63
are hindered both by 43
are hindered due to 77
are hispanic and the 43
are hobnobbing with the 95
are holidays for the 59
are hollowed out as 145
are hollowed out at 262
are hollowed out by 717
are hollowed out in 866
are hollowed out of 1415
are hollowed out on 220
are hollowed out or 60
are hollowed out so 324
are hollowed out to 718
are homeless and in 132
are homeless and the 110
are homeless due to 110
are homeless for the 57
are homemade and the 76
are homesick for the 332
are honestly doing the 48
are hopeless and the 46
are hopeless for the 44
are hornless and the 53
are horrible and the 58
are horrible things in 46
are horrible things to 50
are horribly out of 128
are hostages for the 165
are humanity and the 53
are hundreds that do 55
are hundreds who do 101
are husbands who do 51
are hydrated and the 67
are hydrogen and the 143
