act first 80 act issue
often 40 are known 60
are above 182 are below
105 are first 47 are
front 215 are medial 70
are right 872 are where
347 are which 52 are
which 46 are cells 104
are books 143 are which
45 are which 53 are
about 105 are books 206
are cases 869 are caves
45 are drugs 45 are
facts 82 are forms 504
are items 159 are kinds
323 are lakes 45 are
large 113 are legal 51
are local 106 are minor
205 are names 66 are
people 111 are rules 86
are short 60 are signs
61 are sites 144 are
small 367 are social 71
are tasks 56 are terms
90 are tests 130 are
texts 73 are tombs 70
are towns 49 are trees
43 are types 880 are
women 44 are words 64
are works 331 are lakes
92 are springs 77 are
roads 46 are cases 110
are small 132 are sight
125 are women 40 are
sleep 44 are after 149
are though 102 are today
57 are about 55 are
above 156 are which 55
are above 99 are often
125 are easily 59 are
often 572 are easily 44
are often 406 are above
47 are after 449 are
below 40 are under 123
are where 65 are within
121 are after 116 are
times 58 are often 76
are cells 58 are either
55 are light 142 are
people 56 are water 40
are after 69 are though
189 are under 47 are
about 122 are adult 100
are banks 143 are basic
47 are black 51 are
blood 336 are bones 48
are books 75 are brain
44 are cases 51 are
cells 131 are china 94
are cross 147 are crude
533 are curve 71 are
daily 96 are either 1242
are every 179 are field
304 are firms 42 are
first 100 are fitting 262
are fixed 89 are foods
131 are fresh 179 are
group 40 are healthy 92
are human 199 are italy
56 are known 94 are
large 306 are leaves 64
are light 104 are linear
209 are local 537 are
lower 51 are mines 276
are model 211 are monte
124 are nearby 58 are
opium 64 are others 55
are pairs 43 are people
98 are plant 627 are
plots 91 are rocks 99
are running 84 are russia
55 are sales 54 are
seeds 256 are sheep 121
are short 88 are sigma
382 are small 527 are
soils 43 are solid 142
are solving 120 are state
261 are stock 82 are
strong 52 are sugar 52
are table 3316 are taxes
83 are testing 100 are
tests 394 are total 55
are trade 117 are trees
380 are under 41 are
vision 42 are water 652
are wells 335 are where
354 are which 811 are
whole 83 are within 209
are women 54 are world
99 are easily 344 are
often 56 are easily 199
are often 58 are after
759 are under 194 are
where 47 are within 53
are after 71 are easily
100 are about 67 are
blood 57 are cells 95
are either 235 are fresh
43 are large 68 are
light 122 are people 46
are small 80 are testing
89 are water 141 are
working 80 are types 46
are cases 133 are forms
44 are kinds 61 are
others 111 are people 85
are types 70 are easily
149 are equal 45 are
nearly 49 are prone 69
are easier 150 are lower
319 are older 127 are
kinds 43 are types 61
are people 51 are place
71 are where 52 are
which 442 are close 500
are crude 126 are happy
54 are large 131 are
rough 98 are small 145
are strong 92 are aware
90 are known 51 are
which 98 are which 597
are civil 44 are either
155 are every 253 are
force 49 are girls 52
are human 51 are large
41 are people 496 are
social 69 are strong 43
are women 111 are words
61 are morning 139 are
about 76 are above 166
are below 129 are under
74 are within 65 are
below 96 are files 193
are people 45 are lives
65 are lines 58 are
nearly 65 are alike 169
are found 141 are known
69 are close 124 are
known 117 are fully 135
are beasts 189 are easily
86 are large 48 are
phage 252 are small 96
are viral 53 are virus
49 are though 49 are
which 161 are which 81
are under 52 are tasks
87 are daily 41 are
parts 55 are rites 42
are roles 181 are tasks
400 are usual 57 are
tasks 134 are above 104
are below 87 are which
73 are chief 976 are
which 110 are angels 69
are below 143 are which
62 are glass 77 are
which 144 are flows 49
are though 75 are which
40 are after 115 are
though 649 are under 133
are where 81 are within
261 are which 60 are
within 60 are after 986
are given 56 are under
2659 are where 1268 are
within 1114 are either 41
are people 121 are working
73 are easily 41 are
often 45 are prone 45
are savings 90 are mines
63 are risks 71 are
throws 97 are craft 41
are which 112 are blood
243 are cells 139 are
crude 105 are dried 125
are either 286 are flour
75 are fresh 373 are
glass 121 are human 220
are large 87 are leaves
136 are local 47 are
maize 62 are plant 177
are stock 141 are sugar
51 are virus 53 are
which 104 are whole 231
are easily 44 are again
42 are after 106 are
either 58 are minor 191
are aware 176 are based
47 are found 95 are
quite 58 are valid 93
are where 61 are given
89 are known 3501 are
shown 55 are taken 121
are works 44 are fewer
149 are lower 136 are
older 89 are rarer 49
are worse 143 are times
72 are major 66 are
times 90 are nerve 63
are about 79 are about
307 are getting 53 are
acute 52 are aware 157
are easily 73 are known
273 are liable 116 are
often 100 are prone 129
are risky 55 are valid
43 are willing 89 are
money 61 are cases 337
are forms 61 are genes
47 are kinds 68 are
others 779 are people 634
are small 127 are stars
46 are times 259 are
types 62 are which 41
are women 81 are acute
244 are adept 62 are
alert 54 are alike 427
are aware 784 are basic
73 are black 43 are
books 142 are cases 177
are easily 776 are exact
43 are fully 159 are
kinds 67 are known 42
are liable 168 are nearly
822 are often 2451 are
people 827 are prone 482
are right 55 are truly
54 are types 59 are
usual 50 are valid 226
are vivid 41 are wealthy
74 are which 40 are
willing 304 are women 172
are acute 57 are aware
143 are easily 353 are
nearly 62 are often 1485
are valid 52 are alike
128 are below 66 are
easier 79 are fewer 63
are later 259 are longer
50 are lower 818 are
nearer 261 are older 1155
are rarer 125 are safer
46 are weaker 50 are
worse 132 are which 69
are about 971 are forms
44 are known 53 are
minor 50 are waiting 41
are cases 83 are forms
59 are kinds 51 are
people 127 are types 94
are cases 95 are others
68 are parts 52 are
people 351 are which 40
are place 227 are still
56 are based 89 are
found 147 are given 107
are where 129 are which
1566 are whose 101 are
basic 44 are major 154
are times 182 are types
67 are aware 75 are
close 1090 are happy 52
are large 136 are nearly
184 are often 46 are
short 50 are small 611
are strong 46 are tired
53 are above 202 are
aware 1346 are below 352
are known 738 are under
113 are within 206 are
about 109 are about 74
are which 168 are which
87 are which 102 are
local 56 are within 44
are fetal 70 are growth
98 are though 135 are
about 83 are amino 154
are april 87 are basic
76 are burning 73 are
cells 160 are crude 295
are either 304 are every
179 are fatty 123 are
glass 94 are grain 43
are grape 44 are human
52 are large 134 are
larvae 163 are local 88
are metal 109 are others
82 are plant 166 are
rocks 72 are scrap 48
are seeds 321 are sheet
45 are short 86 are
small 174 are solid 53
are steel 77 are sugar
70 are waste 44 are
water 379 are wells 56
are which 264 are white
72 are within 256 are
large 51 are sharp 52
are short 116 are small
44 are strong 66 are
below 43 are easily 229
are often 161 are easily
80 are often 90 are
later 45 are after 516
are under 310 are where
84 are within 65 are
goods 72 are after 72
are close 155 are easily
67 are often 40 are
acids 67 are atoms 102
are blood 99 are cells
90 are either 55 are
growth 41 are large 59
are light 446 are people
67 are rocks 52 are
small 55 are sound 88
are water 289 are white
74 are sugar 135 are
others 48 are sharp 49
are short 46 are class
76 are grade 238 are
lower 92 are within 639
are often 77 are easily
45 are often 58 are
within 92 are action 93
are liable 61 are vases
68 are homes 91 are
which 104 are which 50
are people 68 are wives
44 are though 145 are
board 47 are lodging 98
are local 44 are state
48 are which 348 are
within 123 are which 128
are often 43 are after
108 are where 163 are
times 63 are which 110
are known 53 are often
108 are first 63 are
every 71 are which 88
are above 42 are roles
45 are which 57 are
about 53 are which 76
are which 209 are easily
217 are which 184 are
which 1658 are worthy 66
are lives 102 are exile
45 are easily 231 are
often 69 are within 146
are though 43 are about
81 are above 143 are
either 66 are every 137
are local 125 are others
158 are people 88 are
russia 41 are sales 47
are state 143 are within
49 are favor 271 are
glory 72 are grace 244
are heaven 978 are small
46 are stock 96 are
after 153 are every 72
are sleep 52 are though
110 are times 41 are
about 58 are scalp 43
are which 69 are within
49 are fully 75 are
often 50 are often 42
are after 80 are twice
143 are items 58 are
times 42 are earned 345
are goods 78 are sales
58 are since 47 are
acute 117 are burns 42
are major 93 are people
40 are times 44 are
under 60 are noble 92
are roles 203 are again
40 are often 45 are
often 83 are souls 61
are again 139 are today
41 are though 47 are
often 94 are people 112
are though 59 are today
686 are since 93 are
after 125 are under 49
are where 132 are within
231 are every 48 are
again 61 are again 1147
are latin 113 are fixed
107 are liable 96 are
acute 437 are dense 58
are easily 188 are fluid
90 are happy 50 are
liable 150 are prone 79
are rapid 52 are vivid
85 are easier 53 are
below 201 are times 72
are easily 45 are often
59 are every 56 are
after 47 are though 143
are china 97 are every
148 are japan 111 are
nearly 50 are sites 87
are small 40 are wales
48 are which 46 are
since 61 are which 82
are often 164 are fully
801 are often 518 are
often 216 are after 71
are where 49 are times
66 are though 234 are
every 235 are local 87
are which 107 are often
102 are times 60 are
often 167 are often 55
are again 58 are after
92 are every 46 are
under 56 are where 368
are large 53 are changing
96 are creating 46 are
large 75 are people 48
are testing 41 are working
357 are stars 96 are
unity 80 are water 86
are easily 84 are after
96 are after 255 are
though 368 are easily 82
are longer 418 are until
88 are others 51 are
again 58 are again 55
are later 42 are fully
175 are times 80 are
times 51 are often 68
are needs 87 are aware
78 are found 832 are
given 85 are known 229
are taken 98 are wanting
92 are fatal 56 are
rapid 45 are worthy 63
are rapid 51 are prime
125 are above 57 are
which 45 are lines 42
are keeping 46 are looking
44 are quoting 42 are
while 116 are sight 57
are cells 337 are blood
91 are breast 186 are
about 94 are above 44
are books 56 are either
138 are every 121 are
large 61 are lists 267
are local 80 are menus
119 are others 74 are
party 45 are people 49
are table 329 are voter
42 are which 149 are
within 531 are often 397
are often 111 are after
189 are others 200 are
whose 58 are rooms 66
are every 40 are others
319 are people 50 are
social 47 are rooms 55
are units 51 are alone
42 are under 41 are
claws 43 are light 219
are water 112 are lives
86 are apart 436 are
small 45 are major 46
are within 151 are miles
56 are miles 85 are
which 60 are above 246
are above 968 are below
965 are beneath 243 are
under 97 are where 75
are within 154 are miles
56 are often 68 are
lower 92 are nearer 163
are miles 45 are about
83 are where 42 are
miles 74 are close 1712
are nearly 53 are above
232 are below 81 are
within 142 are apart 61
are dense 122 are hardy
70 are prone 61 are
strong 47 are toxic 53
are basic 48 are dense
112 are liable 82 are
males 137 are often 228
are people 41 are polar
125 are prone 345 are
rapid 65 are rigid 58
are risky 82 are toxic
78 are willing 75 are
women 202 are china 75
are holes 57 are place
168 are acute 43 are
dense 73 are easily 110
are exact 58 are hairy
44 are happy 57 are
hardy 60 are liable 96
are often 101 are prone
119 are rigid 126 are
sharp 58 are steep 50
are strong 81 are toxic
150 are under 52 are
