act also defines the term 58
are more certain of your 75
are more certain to find 49
are more chronic in their 40
are more closely in line 101
are more closely in tune 62
are more compact in form 63
are more compact in size 83
are more compact in their 47
are more complex as well 146
are more complex in form 154
are more complex in some 50
are more complex in their 1013
are more complex or more 196
are more congenial to their 116
are more correct in their 111
are more corrupt in their 120
are more creative in their 352
are more decided in their 49
are more defined by their 55
are more demanding in their 162
are more demanding of their 136
are more deserving of pity 110
are more deserving of such 177
are more deserving of your 70
are more devoted to their 418
are more diffuse in their 91
are more distant in time 130
are more diverse in their 411
are more divided in their 185
are more drastic in their 41
are more elastic in their 66
are more elegant in form 55
are more elegant in their 41
are more enjoyed by hope 41
are more erratic in their 115
are more evident in other 40
are more evident in some 211
are more evident in their 55
are more evident in these 49
are more evident in those 42
are more exposed to cold 116
are more exposed to mass 110
are more exposed to media 48
are more exposed to risk 222
are more exposed to such 109
are more exposed to these 148
are more exposed to view 97
