act have set its seal 141
are told how they may 60
are told now that all 40
are told off for this 56
are told that all are 48
are told that all his 52
are told that all men 205
are told that all our 113
are told that all that 148
are told that all they 53
are told that all things 212
are told that all this 487
are told that all who 86
are told that any one 45
are told that both men 54
are told that but for 123
are told that each one 217
are told that for this 114
are told that god can 72
are told that god did 69
are told that god does 123
are told that god had 99
are told that god has 482
are told that god hath 140
are told that god saw 45
are told that god was 119
are told that his death 43
are told that his own 45
are told that his son 53
are told that its end 239
are told that long ago 129
are told that man can 94
are told that man has 91
are told that man was 288
are told that men and 115
are told that men are 195
are told that not all 82
are told that not long 44
are told that not one 171
are told that one can 79
are told that one day 522
are told that one has 48
are told that one man 125
are told that one was 61
are told that one who 259
are told that one year 49
are told that our age 47
are told that our own 106
are told that she and 52
are told that she can 92
are told that she did 86
are told that she does 63
are told that she had 545
are told that she has 533
are told that she was 1462
are told that that was 48
are told that then his 54
are told that they all 82
are told that they and 67
are told that they are 10150
are told that they can 2391
are told that they did 332
are told that they had 640
are told that they may 1252
are told that they now 83
are told that they too 57
are told that they who 91
are told that things are 109
are told that this act 145
are told that this boy 46
are told that this can 95
are told that this has 126
are told that this man 222
are told that this may 84
are told that this new 58
are told that this war 70
are told that this was 961
are told that thou art 60
are told that two and 65
are told that two men 46
are told that with this 46
are told that you are 1267
are told that you can 511
are told that you may 125
are told they are all 72
are told they are being 172
are told they are doing 62
are told they are going 225
are told they are not 442
are told they are now 42
are told they are too 96
are told they can not 873
are told they did not 59
are told they may not 54
are told thou art not 146
