if adam and eve could 99
it were not for sarah 73
it were not for shame 205
it were not for simon 53
it were not for social 198
it were not for space 42
it were not for state 81
it were not for steve 48
it were not for strong 85
it were not for susan 86
it were not for talking 85
it were not for thinking 88
it were not for thomas 62
it were not for tommy 67
it were not for trade 94
it were not for uncle 133
it were not for unions 52
it were not for water 156
it were not for white 49
it were not for woman 54
it were not for women 563
it were not for world 55
it were not her fault 55
it were not his fault 173
it were not his later 45
it were not that every 137
it were not that mabel 45
it were not that people 89
it were not that women 41
it were not they would 61
it were not this meeting 67
it were not too large 102
it were not too often 88
it were now but newly 57
it were one for which 54
it were that they might 152
it were that you tarry 75
it were them who acted 43
it were then too strong 52
it were with both hands 50
it were with her whole 56
it were with his first 75
it were with its flesh 54
it were with one voice 308
it were with our mother 55
it what does not belong 89
it what they are looking 55
it what was art still 42
it when men and women 54
it when she had first 138
it when she had given 50
it when she had taken 69
it when she was about 177
it when she was alive 226
it when she was alone 626
it when she was asked 58
it when she was awake 51
it when she was cleaning 101
it when she was eight 56
it when she was feeling 87
it when she was first 119
it when she was given 46
it when she was growing 47
it when she was happy 47
it when she was looking 55
it when she was older 80
it when she was playing 47
it when she was quite 74
it when she was right 184
it when she was seven 47
it when she was sitting 46
it when she was small 48
it when she was still 178
it when she was talking 79
it when she was thinking 97
it when she was tipsy 94
it when she was walking 42
it when she was working 86
it when they are about 99
it when they are alone 330
it when they are asked 89
it when they are drunk 47
it when they are freed 88
it when they are given 58
it when they are grown 272
it when they are heated 79
it when they are hungry 102
it when they are older 151
it when they are owned 40
it when they are playing 45
it when they are really 65
it when they are strong 42
it when they are taken 41
it when they are talking 58
it when they are tired 97
it when they are under 42
it when they are women 43
it when they are working 46
it when they get older 73
it when they had first 80
it when they had given 55
it when they met again 55
it when things are getting 40
it when things get tough 57
it when you are about 51
it when you are alone 837
it when you are asked 56
it when you are awake 103
it when you are close 83
it when you are feeling 226
it when you are forty 50
it when you are happy 68
it when you are hungry 50
it when you are looking 75
it when you are older 219
it when you are playing 43
it when you are right 93
it when you are seven 46
it when you are sitting 76
it when you are still 94
it when you are talking 80
it when you are thinking 68
it when you are tired 257
it when you are under 53
it when you are walking 60
it when you are working 136
it when you are writing 66
it when you get close 54
