wad it 82 wad it
an 45 with the 468
with on 1213 with to
99 with by 73 with
at 52 with he 63
with in 471 with of
251 with on 79 with
to 56 with at 143
with in 477 with is
71 with on 116 with
or 41 with the 49
with to 77 with the
73 with to 66 with
on 621 with in 45
with of 413 with on
60 with of 182 with
in 48 with as 438
with at 130 with by
58 with he 179 with
if 42 with in 2299
with is 490 with of
2114 with on 96 with
or 149 with so 40
with the 181 with to
182 with we 72 with
of 47 with of 50
with as 48 with at
45 with he 46 with
in 124 with of 83
with or 45 with in
67 with of 219 with
of 69 with in 109
with is 157 with of
70 with to 64 with
in 138 with of 67
with on 43 with as
253 with by 90 with
he 40 with in 331
with is 171 with of
1225 with or 162 with
the 71 with to 63
with of 89 with by
251 with to 48 with
in 58 with of 280
with me 85 with the
52 with us 190 with
on 59 with in 116
with of 155 with as
702 with at 316 with
by 64 with he 148
with if 122 with in
1186 with is 274 with
of 1022 with on 350
with or 231 with so
90 with the 115 with
to 262 with be 297
with in 57 with of
197 with of 176 with
of 147 with of 48
with the 530 with at
52 with in 784 with
so 92 with to 85
with he 47 with my
70 with the 64 with
of 53 with sea 158
with thing 321 with tv
61 with as 350 with
at 139 with by 72
with he 128 with if
83 with in 564 with
is 247 with it 93
with of 1919 with on
120 with or 106 with
so 56 with the 90
with thing 352 with to
238 with we 80 with
of 1160 with it 105
with in 54 with of
77 with of 56 with
of 59 with of 113
with of 75 with as
120 with in 109 with
of 89 with in 47
with of 71 with in
43 with on 48 with
of 49 with of 84
with by 41 with at
142 with of 142 with
in 75 with of 78
with of 226 with by
116 with of 141 with
of 67 with by 184
with in 80 with of
1870 with up 677 with
is 149 with of 49
with on 93 with of
64 with in 129 with
of 179 with on 70
with of 2011 with at
46 with he 211 with
in 201 with of 249
with to 123 with we
46 with by 45 with
in 58 with of 97
with to 44 with in
70 with he 69 with
the 189 with to 137
with we 48 with he
142 with is 239 with
it 50 with of 98
with the 220 with we
190 with do 345 with
is 133 with of 362
with of 83 with in
99 with of 516 with
the 321 with of 101
with of 63 with in
77 with an 91 with
he 105 with in 73
with it 76 with my
44 with so 147 with
the 1352 with to 421
with he 94 with of
2388 with of 51 with
me 132 with my 47
with the 485 with by
54 with as 46 with
in 64 with of 77
with the 205 with do
659 with my 111 with
the 472 with thy 225
with be 1077 with go
69 with in 234 with
me 345 with my 112
with no 49 with the
10221 with thy 3734 with
to 254 with the 54
with the 101 with in
59 with to 47 with
the 76 with thy 81
with to 58 with it
55 with we 73 with
an 146 with me 41
with my 157 with the
584 with thy 710 with
thy 148 with my 69
with the 109 with to
57 with or 2815 with
of 284 with be 45
with the 184 with is
138 with it 47 with
the 89 with we 123
with go 89 with or
53 with as 98 with
in 52 with an 104
with as 2308 with at
1842 with be 88 with
by 519 with he 416
with if 220 with in
7158 with is 782 with
it 117 with my 970
with of 2237 with on
681 with or 219 with
so 303 with the 37919
with to 1419 with we
133 with am 343 with
an 640 with as 3584
with at 5341 with be
7742 with by 5849 with
co 212 with do 3215
with eat 778 with go
2035 with he 5893 with
if 1602 with in 15085
with is 3240 with it
4333 with me 405 with
my 1456 with no 2842
with of 2070 with on
1662 with re 150 with
sing 629 with so 9046
with the 33505 with to
23881 with up 45 with
us 357 with we 5385
with of 1151 with thing
130 with an 208 with
as 1168 with at 455
with by 166 with in
819 with my 59 with
no 299 with of 1129
with on 131 with so
1269 with the 5694 with
to 1002 with in 138
with at 83 with in
183 with of 80 with
on 73 with so 527
with the 378 with to
64 with an 80 with
as 1060 with at 780
with by 270 with in
4047 with is 97 with
of 64 with on 530
with the 1083 with to
434 with in 127 with
the 64 with an 152
with as 690 with at
324 with be 81 with
by 1170 with do 355
with he 1578 with if
219 with in 1721 with
is 317 with it 1094
with my 213 with no
390 with of 186 with
on 341 with so 68
with the 2773 with to
1487 with we 641 with
be 6541 with do 138
with go 48 with he
67 with in 109 with
or 79 with the 89
with we 177 with to
46 with by 641 with
in 364 with to 107
with he 137 with so
293 with the 160 with
we 315 with he 42
with so 45 with the
50 with the 90 with
to 917 with in 157
with of 70 with to
157 with of 41 with
to 42 with of 58
with of 87 with an
4170 with as 2587 with
at 2261 with he 297
with if 51 with in
119 with it 1518 with
me 545 with my 685
with no 424 with so
3587 with tea 91 with
the 59622 with to 127
with up 149 with us
227 with we 126 with
on 103 with is 78
with on 57 with the
475 with to 41 with
in 215 with to 210
with me 45 with an
174 with at 57 with
by 46 with he 350
with in 241 with it
193 with no 402 with
the 444 with to 1671
with we 107 with an
66 with in 73 with
no 319 with the 203
with to 416 with on
449 with he 310 with
it 116 with the 636
with to 1135 with we
144 with in 186 with
the 276 with to 137
with me 95 with the
59 with to 664 with
me 66 with us 113
with on 54 with to
83 with at 41 with
be 7694 with do 56
with go 82 with he
52 with in 69 with
or 67 with of 179
with the 81 with an
48 with the 1356 with
to 74 with at 48
with be 42 with do
117 with the 128 with
to 261 with an 62
with as 1156 with at
126 with by 268 with
in 257 with on 179
with so 512 with the
299 with to 5117 with
as 866 with at 63
with by 57 with if
109 with in 576 with
is 316 with on 153
with or 104 with so
106 with the 101 with
to 261 with we 57
with the 547 with at
1824 with by 2537 with
in 40 with is 154
with of 3697 with on
264 with or 1265 with
thing 41 with to 103
with at 116 with in
380 with of 10944 with
on 187 with the 111
with to 604 with to
443 with on 123 with
to 50 with the 101
with the 136 with the
58 with the 41 with
the 41 with up 147
with is 333 with of
103 with or 169 with
of 73 with or 165
with an 197 with as
271 with at 309 with
be 215 with by 504
with do 549 with go
115 with he 2088 with
if 967 with in 1279
with is 703 with it
1277 with me 87 with
my 171 with of 163
with on 196 with so
87 with the 6110 with
to 2666 with us 46
with we 1181 with an
332 with as 366 with
at 414 with be 1390
with by 494 with do
8984 with ed 41 with
go 1575 with he 8125
with if 750 with in
1949 with is 1925 with
it 4389 with my 292
with no 1293 with of
471 with on 124 with
so 194 with the 12338
with to 336 with we
4640 with as 184 with
he 67 with in 58
with is 56 with it
83 with the 146 with
to 85 with we 89
with be 42 with do
1216 with go 90 with
of 95 with on 65
with is 339 with as
60 with he 56 with
if 58 with in 87
with is 58 with it
49 with the 331 with
we 52 with to 170
with in 47 with of
1175 with or 1591 with
to 40 with the 42
with the 526 with an
1798 with as 1428 with
at 610 with by 533
with he 86 with in
3051 with it 129 with
my 191 with no 722
with of 767 with on
783 with so 2084 with
the 7719 with to 5525
with up 64 with do
218 with go 90 with
in 42 with is 288
with it 59 with the
76 with an 591 with
as 215 with my 274
with no 324 with so
81 with the 4159 with
in 60 with the 129
with do 273 with go
46 with the 41 with
the 71 with be 136
with no 83 with to
122 with be 124 with
the 94 with at 40
with be 49 with by
42 with do 86 with
he 71 with in 136
with is 78 with it
67 with of 72 with
so 120 with the 537
with to 323 with we
44 with as 188 with
so 75 with the 131
with be 80 with to
51 with me 75 with
my 76 with the 655
with us 40 with as
336 with on 1102 with
so 130 with the 73
with be 92 with at
126 with to 48 with
as 217 with in 107
with of 66 with to
85 with at 139 with
of 1093 with up 52
with to 56 with at
53 with be 384 with
do 2884 with go 430
with he 1103 with in
178 with is 120 with
it 205 with no 537
with the 1456 with to
60 with we 1595 with
do 617 with to 56
with the 76 with to
48 with do 2142 with
on 52 with or 46
with of 64 with of
62 with as 2541 with
at 111 with be 756
with by 390 with he
172 with if 238 with
in 763 with is 933
with it 147 with of
5303 with on 151 with
or 4771 with so 321
with the 1086 with to
951 with is 70 with
of 481 with he 95
with it 124 with the
361 with to 209 with
we 50 with as 48
with at 77 with he
247 with in 7101 with
is 316 with it 110
with of 290 with the
224 with to 115 with
we 55 with is 41
with of 681 with by
126 with is 61 with
my 162 with of 127
with on 42 with the
1257 with an 134 with
as 303 with at 154
with be 161 with by
88 with do 276 with
go 168 with he 727
with if 190 with in
662 with is 360 with
it 862 with my 411
with no 182 with of
79 with on 200 with
so 1046 with the 8557
with to 729 with we
475 with as 469 with
at 76 with by 56
with in 1159 with is
639 with of 4565 with
on 41 with or 63
with as 115 with to
105 with in 60 with
of 59 with the 4069
with to 130 with in
47 with of 167 with
as 161 with in 121
with is 132 with of
309 with in 58 with
of 301 with on 44
with an 148 with in
92 with my 51 with
of 140 with so 156
with the 790 with in
133 with is 78 with
of 70 with thing 122
with of 4326 with in
71 with the 64 with
in 70 with is 45
with of 218 with as
218 with at 106 with
he 85 with in 277
with is 141 with of
244 with on 70 with
or 130 with the 48
with to 150 with as
45 with at 43 with
do 49 with he 143
with if 49 with in
120 with is 73 with
it 347 with the 324
with to 85 with we
96 with be 1362 with
of 103 with the 57
with we 50 with on
65 with in 60 with
is 59 with as 97
with of 366 with on
91 with the 61 with
of 275 with on 85
with in 201 with is
111 with my 125 with
of 251 with the 80
with in 44 with of
94 with the 51 with
is 94 with the 46
with in 41 with of
190 with on 47 with
to 120 with in 56
with is 85 with of
41 with as 173 with
in 64 with is 77
with of 71 with or
49 with of 83 with
to 72 with we 45
with he 82 with in
34790 with is 190 with
of 594 with or 41
with the 45 with to
167 with in 69 with
is 47 with of 326
with is 45 with of
140 with or 152 with
the 45 with to 49
with as 44 with by
243 with in 373 with
is 330 with of 1145
with of 196 with of
207 with in 69 with
is 47 with an 601
with as 175 with at
75 with he 64 with
it 65 with me 127
with my 147 with so
388 with the 2527 with
of 535 with in 236
with is 93 with as
95 with at 73 with
by 56 with in 216
with is 241 with it
51 with the 89 with
to 103 with is 77
with of 212 with in
136 with is 257 with
of 326 with an 551
with the 2688 with on
1179 with at 45 with
if 63 with in 137
with is 62 with as
158 with at 236 with
he 77 with if 100
with in 729 with is
272 with on 275 with
or 215 with so 115
with the 59 with to
170 with the 71 with
to 56 with the 53
with to 125 with on
90 with in 40 with
of 243 with on 40
with of 307 with so
87 with an 53 with
as 2102 with at 431
with by 457 with he
1022 with if 118 with
in 8419 with is 4846
with it 445 with of
12786 with on 305 with
or 216 with so 234
with the 1099 with to
666 with we 548 with
of 55 with as 286
with at 61 with by
48 with he 46 with
if 52 with in 185
with is 248 with of
250 with or 56 with
to 88 with we 44
with in 66 with of
164 with he 88 with
in 241 with is 99
with of 83 with the
105 with to 265 with
we 71 with in 88
with is 43 with as
624 with by 189 with
he 108 with if 51
with in 521 with is
827 with it 134 with
of 2367 with on 154
with or 331 with so
50 with the 680 with
to 193 with we 162
with to 45 with to
137 with of 133 with
me 137 with the 67
with us 424 with in
64 with in 70 with
of 222 with an 41
with as 2209 with at
719 with by 300 with
he 659 with if 234
with in 2826 with is
908 with it 229 with
of 2196 with on 711
with or 1014 with so
564 with the 372 with
to 1519 with we 122
with in 108 with is
146 with of 171 with
to 40 with be 3070
with go 110 with is
43 with of 366 with
of 120 with as 116
with in 91 with is
281 with of 210 with
of 45 with foe 98
with king 42 with or
43 with thing 407 with
so 45 with as 97
with or 50 with of
121 with in 79 with
is 118 with of 116
with to 54 with thing
119 with as 1390 with
at 355 with by 683
with he 337 with if
227 with in 1616 with
is 977 with it 267
with of 1010 with on
365 with or 995 with
so 304 with the 266
with thing 511 with to
539 with we 226 with
of 280 with is 101
with of 129 with to
47 with is 71 with
of 41 with in 51
with he 42 with in
74 with of 142 with
to 85 with as 199
with at 56 with by
127 with he 48 with
in 238 with is 271
with of 184 with on
43 with the 148 with
to 80 with we 47
with as 42 with in
40 with is 53 with
of 105 with of 63
with of 47 with the
67 with of 138 with
or 82 with is 43
with in 40 with of
86 with in 72 with
of 87 with of 120
with of 68 with of
98 with of 143 with
the 44 with as 89
with in 100 with is
225 with of 8647 with
the 64 with to 100
with up 586 with is
129 with in 81 with
of 199 with on 99
with as 112 with he
49 with in 207 with
is 74 with of 344
with on 108 with the
43 with of 1332 with
as 245 with at 52
with he 524 with if
87 with in 210 with
is 40 with of 468
with the 249 with to
191 with is 63 with
in 77 with is 106
with of 51 with as
47 with in 84 with
is 74 with of 247
with to 79 with by
51 with he 87 with
if 49 with in 62
with is 123 with the
542 with to 201 with
we 124 with an 100
with at 61 with he
2664 with if 92 with
in 592 with is 160
with it 686 with my
61 with no 128 with
of 94 with on 67
with the 4927 with we
2014 with do 69 with
go 55 with up 158
with is 51 with the
40 with of 187 with
or 63 with in 250
with is 122 with of
4088 with the 45 with
as 99 with in 222
with is 226 with of
168 with on 263 with
the 48 with we 48
with an 1490 with by
105 with in 280 with
my 83 with on 44
with so 41 with the
12990 with to 1136 with
of 12026 with or 40
with to 75 with of
188 with the 212 with
as 90 with in 78
with is 54 with of
104 with the 113 with
do 60 with of 75
with in 202 with is
61 with he 51 with
