of aba committee on 52
on his abilities as 2057
on his abilities in 149
on his abilities or 74
on his abilities to 381
on his abjuration of 78
on his absolution or 40
on his absorption in 59
on his accusation of 41
on his acquainting me 60
on his acquittal by 43
on his acquittal he 61
on his acquittal in 82
on his acquittal of 65
on his acquittal the 67
on his acuteness in 116
on his adaptation of 411
on his adaptation to 118
on his addresses in 52
on his adherence to 748
on his adherents to 137
on his admiration of 214
on his adventure in 174
on his adventure of 86
on his adventure to 101
on his adversary as 157
on his adversary by 95
on his adversary in 170
on his adversary the 56
on his adversary to 236
on his affections as 60
on his affidavit of 55
on his affidavit or 58
on his agreement to 975
on his allegation of 47
on his allegiance to 1175
on his allocation of 45
on his allotment in 58
on his allotment of 70
on his allowance of 156
on his amendment to 256
on his ancestors by 103
on his ancestors in 62
on his ancestors to 86
on his annexation of 52
on his annoyance to 49
on his apartment in 150
on his appearance as 577
on his appearance at 853
on his appearance by 68
on his appearance he 97
on his appearance in 1525
on his appearance of 114
on his appearance on 184
on his appearance or 457
on his appearance the 250
on his appearance to 249
on his appraisal of 508
on his approaching the 474
on his arguments in 149
on his artillery to 66
on his assistant to 90
on his associates in 272
on his associates to 147
on his association of 75
on his assumption of 3832
on his assumption to 45
on his assurance of 241
on his assurance to 87
on his attainder in 114
on his attainder it 108
on his attentions to 74
on his attitudes to 220
on his attraction to 337
on his audiences in 48
on his audiences the 43
on his audiences to 73
on his authorship of 415
on his avoidance of 184
on his awareness of 1340
on his biographer to 43
on his birthplace in 51
on his blindness in 71
on his blindness is 55
on his blindness to 52
on his bookshelf in 45
on his bracelets of 48
on his brilliance as 74
on his campaigns as 124
on his campaigns by 96
on his campaigns he 52
on his campaigns in 817
on his campaigns of 124
on his campaigns to 128
on his candidacy in 43
on his captivity in 41
on his cellphone to 59
on his certainty of 121
on his character as 5061
on his character at 282
on his character by 1220
on his character he 86
on his character if 48
on his character in 836
on his character is 656
on his character it 40
on his character of 523
on his character or 867
on his character the 152
on his character to 348
on his checklist of 54
on his childhood as 344
on his childhood at 52
on his childhood he 53
on his childhood in 675
on his chronicle of 51
on his cigarette as 1047
on his cigarette he 86
on his cigarette in 118
on his cigarette so 135
on his cigarette to 135
on his clipboard as 204
on his closeness to 207
on his coattails to 96
on his colleagues as 278
on his colleagues at 207
on his colleagues by 126
on his colleagues in 1059
on his colleagues is 70
on his colleagues of 113
on his colleagues on 83
on his colleagues or 78
on his colleagues the 221
on his colleagues to 1180
on his collection of 1677
on his commander in 84
on his commission as 226
on his commission in 51
on his commission of 112
on his commission to 205
on his committal to 67
on his committee in 58
on his committee to 106
on his community by 46
on his community in 59
on his community of 66
on his community or 60
on his community to 53
on his companions as 122
on his companions at 96
on his companions by 56
on his companions in 263
on his companions of 54
on his companions to 597
on his complaining of 164
on his complaining to 68
on his complaint of 110
on his complaint to 123
on his completion of 510
on his compulsion to 49
on his conception of 7824
on his conclusion of 57
on his concubine the 116
on his conditions of 67
on his confession in 97
on his confession of 274
on his confession or 79
on his confession to 94
on his connection to 240
on his conquests as 45
on his conquests in 193
on his conquests of 157
on his conquests to 75
on his conversion as 175
on his conversion he 165
on his conversion in 121
on his conversion of 66
on his conversion to 1864
on his conviction as 47
on his conviction by 111
on his conviction he 58
on his conviction in 112
on his conviction is 44
on his conviction of 867
on his conviction on 56
on his conviction or 80
on his conviction the 41
on his coronation as 182
on his coronation at 225
on his coronation he 46
on his coronation in 182
on his courtship in 43
on his courtship of 236
on his covenants to 56
on his creativity as 91
on his credulity by 55
on his criticism in 42
on his criticism of 1267
on his criticism on 75
on his customers as 97
on his customers at 49
on his customers in 118
on his customers is 43
on his customers or 63
on his customers to 100
on his daughters as 125
on his daughters by 42
on his daughters in 66
on his daughters to 82
on his dedication to 348
on his definition of 2058
on his delighted ear 92
on his delineation of 136
on his departure as 471
on his departure at 159
on his departure by 274
on his departure he 1178
on his departure in 788
on his departure is 153
on his departure it 62
on his departure on 274
on his departure or 64
on his departure the 1039
on his departure to 2036
on his depictions of 60
on his deposition by 53
on his deposition in 121
on his derivation of 63
on his dexterity in 332
on his dictionary of 145
on his diligence in 105
on his diplomacy in 55
on his disbelief in 49
on his discharge he 169
on his discharge in 149
on his discharge of 62
on his discharge on 55
on his discharge or 79
on his discharge to 82
on his discharging the 44
on his disciples as 200
on his disciples by 112
on his disciples he 50
on his disciples in 229
on his disciples is 72
on his disciples of 70
on his disciples on 47
on his disciples the 778
on his disciples to 839
on his discourse on 53
on his discovering he 82
on his discovering the 229
on his discovery at 43
on his discovery by 97
on his discovery in 191
on his discovery of 3780
on his discovery to 148
on his discretion in 135
on his discretion to 83
on his discussion in 113
on his discussion of 1513
on his discussion on 69
on his dismissal as 65
on his dismissal by 84
on his dismissal in 120
on his dismissal of 123
on his disregard of 148
on his dissection of 90
on his doctorate at 707
on his doctorate in 1002
on his doctrines by 53
on his doctrines of 64
on his domination of 76
on his elephants to 56
on his eloquence as 111
on his eloquence to 51
on his embassies to 73
on his emergence as 74
on his emigration to 149
on his employees in 41
on his employees to 156
on his endurance of 51
on his engagement in 106
on his engagement to 569
on his enjoyment of 456
on his episcopal ring 46
on his equipment in 46
on his equipment to 47
on his escutcheon the 225
on his estimates of 457
on his estimation of 422
on his evacuation of 62
on his evaluation of 1628
on his exaltation to 132
on his excavation of 131
on his exceptions to 50
on his excursions in 97
on his excursions to 301
on his executors or 75
on his executors to 50
on his exhibition of 83
on his existence as 296
on his existence in 267
on his expedition as 284
