of abel against cain 46
or those requiring high 50
or those requiring more 178
or those requiring only 46
or those resulting from 1159
or those returning from 123
or those suffering from 2832
or three adjoining pews 41
or three against three 83
or three amorous songs 84
or three animals were 89
or three artists were 76
or three baskets full 160
or three baskets were 68
or three bridges over 59
or three buckets full 40
or three buildings were 54
or three candles were 49
or three central ideas 61
or three chinese were 44
or three classes were 62
or three colored aids 71
or three columns wide 112
or three corpses left 57
or three corpses were 46
or three couples were 247
or three courses from 56
or three courses high 143
or three courses were 47
or three crystal seals 72
or three decades ahead 139
or three decades away 58
or three decades back 367
or three decades been 77
or three decades during 56
or three decades from 463
or three decades have 1248
or three decades into 96
or three decades leading 41
or three decades many 137
or three decades more 242
or three decades most 46
or three decades much 40
or three decades only 45
or three decades past 114
or three decades prior 176
or three decades some 48
or three decades their 50
or three decades there 1022
or three decades these 52
or three decades were 116
or three decades when 159
or three decades will 348
or three degrees during 95
or three degrees from 348
or three degrees less 236
or three degrees more 582
or three degrees north 238
or three degrees over 96
or three degrees south 242
or three degrees will 46
or three depending upon 49
or three doctors were 49
or three dollars from 94
or three dollars less 119
or three dollars more 311
or three dollars when 77
or three dollars worth 64
or three efforts were 84
or three equally good 42
or three factors were 45
or three farmers were 47
or three fellows were 100
or three females were 58
or three figures from 44
or three figures were 161
or three following days 469
or three following years 489
or three freight cars 46
or three friends came 82
or three friends from 274
or three friends have 65
or three friends only 66
or three friends were 251
or three friends whom 174
or three furlongs from 42
or three gallons more 224
or three general heads 124
or three general ideas 67
or three germans have 50
or three glasses more 83
or three hundred able 50
or three hundred axes 41
or three hundred beds 51
or three hundred boys 360
or three hundred came 64
or three hundred cods 102
or three hundred cows 75
or three hundred days 239
or three hundred deer 117
or three hundred eggs 144
or three hundred feet 16367
or three hundred fish 64
or three hundred fold 80
or three hundred foot 255
or three hundred from 133
or three hundred giant 103
or three hundred gold 147
or three hundred good 109
or three hundred great 73
or three hundred guns 108
or three hundred hale 40
or three hundred half 168
or three hundred have 107
or three hundred huts 44
or three hundred jews 80
or three hundred kids 49
or three hundred left 92
or three hundred less 60
or three hundred lire 62
or three hundred mile 101
or three hundred more 1840
or three hundred most 40
or three hundred only 50
or three hundred other 610
or three hundred pits 72
or three hundred poems 73
or three hundred poor 107
or three hundred rods 85
or three hundred sail 155
or three hundred seats 53
or three hundred shot 146
