of abbe paris were 80
on deck could make 49
on deck fired into 51
on deck looking back 63
on deck looking down 63
on deck looking very 48
on deck might have 55
on deck right away 46
on deck until dark 88
on deck until dawn 42
on deck until late 110
on deck until past 60
on deck where there 80
on deck while wolf 43
on deck within three 168
on deck would come 58
on deck would have 221
on deep black soil 58
on deep creek lake 99
on deep sandy loam 102
on deep sandy soil 78
on deep seabed mining 1629
on deep space nine 1727
on diet after diet 125
on dirt roads from 59
on dogs which were 86
on door after door 1149
on drew junior high 49
on drug abuse also 48
on drug abuse among 262
on drug abuse drug 52
on drug abuse from 60
on drug abuse have 119
on drug abuse show 127
on drying after rain 49
on during every hour 43
on during prime time 137
on during seven years 87
on during thirty years 162
on duty about their 40
on duty about three 41
on duty after dark 113
on duty after their 45
on duty could have 70
on duty could push 55
on duty daily from 123
on duty every hour 368
on duty every other 303
on duty every third 104
on duty every time 40
on duty might have 40
on duty seven days 310
on duty shall have 59
on duty since dawn 43
on duty since early 133
on duty under arms 120
on duty until five 125
on duty until four 230
on duty until late 77
on duty until nine 221
on duty until noon 73
on duty until their 43
on duty until three 167
on duty where there 124
on duty which none 102
on duty would call 43
on duty would come 66
on duty would have 244
on duty would take 61
on early child care 670
on early maize from 101
on early morning duty 100
on early morning radio 41
on edge about what 60
on edge every time 165
on epic themes from 58
on even after their 290
on even drier soil 49
on even longer time 133
on even terms when 41
on even though some 58
on even though their 182
on even though there 422
on even though your 85
on even under these 82
on ever since their 65
on ever since there 322
on evil times when 69
on face after face 98
on face value when 42
on fact hound have 178
on fair haven hill 378
on fair housing laws 90
on fair terms from 42
on fair weather days 49
on faith fails also 44
on fall river road 91
on farm after farm 135
on fate which some 58
on file world news 805
on film after film 75
on film would have 53
on fine emery cloth 50
on fine grain film 43
on fine light sand 68
on fine paper from 92
on fine sandy loam 194
on fine smooth wove 50
on fine sunny days 189
on fine white bread 59
on fine white hand 94
on fine white sand 66
on fire about their 92
on fire about your 57
on fire above their 44
on fire after having 65
on fire every time 112
on fire while trying 43
on fire would have 143
on firm footing when 40
on firm level data 74
on fish taken from 125
on fish which have 53
on fits under your 45
on five broad areas 93
on five dates from 43
on five major areas 429
on flat boats down 103
on flat ridge tops 102
on food chain length 64
on food crops such 101
on food crops were 44
on food items such 45
on food taken from 73
on food would have 82
on foot about five 143
on foot about half 108
on foot about three 115
on foot after dark 401
on foot after having 65
on foot after leaving 50
on foot after their 90
on foot armed only 49
on foot could have 221
on foot could keep 78
on foot could make 43
on foot could only 46
on foot could pass 51
on foot could reach 64
on foot could walk 46
on foot fleeing into 90
on foot holding their 58
on foot might have 301
on foot might make 75
on foot since early 41
on foot since there 60
on foot still more 66
on foot thirty years 49
on foot under their 40
on foot which took 50
on foot which were 72
on foot which will 200
on foot while their 56
on foot would have 637
on foot would look 72
on foot would stop 99
on foot would take 108
on form after form 60
on fort canning hill 149
on fort myers beach 118
on four basic areas 117
on four broad areas 243
on four glass legs 46
on four human beings 198
on four items from 49
on four major areas 988
on four metal legs 44
on four score years 42
on four short feet 95
on four short legs 785
on four sides from 64
on four sides like 75
on four sides there 40
on four sides were 96
on four sides will 43
on four small feet 129
on four small iron 49
on four small legs 92
on four squat legs 50
on four steel legs 65
on four stiff legs 118
on four stout legs 124
on four strong legs 72
on four super bowl 43
on four times nine 54
on free amino acid 550
on free entry into 114
on free fatty acid 1846
on free state soil 76
on free trade among 102
on free trade areas 182
on free trade have 52
on free trade were 205
on frog atrial heart 52
on from broad pool 59
on from either side 456
on from every angle 96
on from every side 819
on from morning till 2177
on from stage left 175
on from thence into 93
on from where their 127
on from which side 139
on full alert during 66
on full alert from 58
on full alert when 133
on full blast when 70
on full power from 62
on full speed ahead 340
on full value less 162
on girl scout shoes 83
on giving people more 48
on giving people what 71
on giving seven days 96
on giving thirty days 192
on goal setting have 52
on gold taken from 43
on gold would have 58
on good farming land 158
on good grass range 52
on good grazing land 66
on good nursing care 99
