of abandoning astoria was 95
on ordinary shares and 202
on ordinary shares are 92
on ordinary shares for 63
on ordinary shares was 128
on ordinary topics with 60
on ordnance survey map 125
on original genius and 84
on original intent and 52
on original thought and 52
on outboard motors and 51
on paradise island and 219
on parallel planes and 88
on parallel planes that 45
on parallel shafts and 79
on parallel tracks and 193
on parallel tracks but 41
on parallel tracks for 89
on parallel tracks that 227
on parallel tracks with 182
on parental choice and 356
on parental income and 102
on parental rights and 297
on parental stress and 82
on parental values and 301
on particle energy and 65
on partition energy and 67
on passenger liners and 42
on passenger trains and 327
on passenger trains for 56
on passenger trains was 91
on passenger travel and 43
on pastoral theology and 97
on pastures treated with 52
on patients before and 84
on patients before they 55
on patients treated for 145
on patients treated with 627
on patients younger than 138
on perceiving smiles and 123
on perennial plants and 52
on personal actions and 49
on personal agency and 66
on personal assets and 63
on personal belief and 84
on personal choice and 805
on personal claims and 106
on personal credit and 68
on personal desire and 49
on personal effort and 528
on personal emotion and 44
on personal energy and 68
on personal estate and 46
on personal events and 49
on personal feelings and 1024
on personal feelings than 45
on personal grooming and 132
on personal habits and 172
on personal income and 3192
on personal income are 247
on personal income for 104
on personal income has 56
on personal income may 71
on personal income per 70
on personal income tax 1919
on personal income that 41
on personal income was 202
on personal indoor and 185
on personal injury and 319
on personal injury law 81
on personal issues and 236
on personal issues that 137
on personal losses and 63
on personal memory and 108
on personal opinion and 337
on personal opinion than 54
on personal prayer and 40
on personal purity and 86
on personal regard for 42
on personal rights and 674
on personal safety and 243
on personal skills and 234
on personal status and 155
on personal strength and 101
on personal talent and 41
on personal tastes and 215
on personal traits and 250
on personal traits that 42
on personal travel and 78
on personal values and 1135
on personal values that 129
on personal virtue and 61
on personal visits and 90
on persuading myself that 42
on physical actions and 44
on physical assets and 126
on physical bodies and 62
on physical causes and 67
on physical changes and 68
on physical coercion and 82
on physical design and 87
on physical detail and 41
on physical disease and 41
on physical effort and 48
on physical findings and 231
on physical geology and 47
on physical injury and 50
on physical inputs and 75
on physical methods for 51
on physical models and 123
on physical models for 117
on physical nature and 86
on physical optics and 62
on physical output and 94
on physical planning and 385
on physical reality and 124
on physical reasoning and 94
on physical safety and 59
on physical skills and 130
on physical states and 46
on physical status and 44
on physical strength and 1123
on physical strength but 45
on physical strength for 60
on physical strength than 90
on physical therapy and 419
on physical therapy for 149
on physical training and 531
on physical training for 172
on physical traits and 73
on physician rounds and 100
on physician supply and 48
on physician visits and 55
on pitcairn island and 90
on pitcairn island was 45
on pitcairn island with 53
on platelet counts and 41
on platform scales and 73
on polished floors and 79
on pollution levels and 75
on portland cement and 86
on portrait painting and 61
on positive affect and 131
on positive charge and 67
on positive events and 46
on positive feelings and 149
on positive images and 62
on positive traits and 45
on positive values and 125
on positive values for 81
on possible actions that 84
on possible causes and 135
on possible causes for 206
on possible changes and 57
on possible changes that 110
on possible errors and 40
on possible methods for 87
on possible models for 84
on possible options for 82
on possible reasons for 1062
on possible reasons why 144
on possible topics for 58
on possible values for 70
on possible worlds and 68
on posterior margin and 287
on posterior margin near 55
on potential buyers and 54
on potential curves for 57
on potential demand and 50
on potential energy and 58
on potential output and 72
on practice issues and 51
on prairies dotted with 71
on prepared ground and 41
on pressure groups and 345
on pressure points and 91
on pressure vessel and 70
on prevailing prices and 43
on prevailing values and 70
on preventing disease and 184
on preventing nuclear war 378
on princess street and 60
on probation before being 113
on probation before they 45
on probation should not 65
on probation without any 99
on problems before they 85
on processing methods and 61
on producer groups and 119
on producer prices and 152
on producer prices for 70
on prolonged standing and 72
on prolonged therapy with 144
on property bought for 40
on property crimes and 50
on property damage and 102
on property holdings and 46
on property income and 113
on property income can 42
on property owners and 294
on property owners for 150
on property owners who 209
